Fiscal Year Released,Sex,Age At Release,Convicting Offense Classification,Convicting Offense Subtype,Release Type,Main Supervising District,Recidivism Likelihood,Number American Indian or Alaska Native - Non-Hispanic,Number Asian or Pacific Islander - Non-Hispanic,Number Black - Non-Hispanic,Number White - Hispanic,Number White - Non-Hispanic
2014,M,45-54,D Felony,Burglary,Parole,4JD,0.5,0,0,0,0,2
2014,M,35-44,D Felony,Assault,Parole,1JD,0.375,0,0,5,0,3
2014,F,35-44,Aggravated Misdemeanor,Theft,Parole,5JD,0.5,0,0,0,0,4
2014,M,35-44,Aggravated Misdemeanor,Assault,Parole,7JD,1.0,0,0,0,1,1
2014,F,35-44,D Felony,Drug Possession,Parole,5JD,0.6,0,0,0,0,5
2014,M,55 and Older,D Felony,OWI,Parole,8JD,0.3333333333333333,0,0,0,0,3
2014,F,35-44,D Felony,Forgery/Fraud,Parole,8JD,0.0,0,0,0,0,2
2014,F,35-44,D Felony,OWI,Parole,6JD,0.3333333333333333,0,0,0,0,3
2014,M,35-44,B Felony,Sex,Parole,1JD,0.0,0,0,1,0,0
2014,M,35-44,D Felony,Vandalism,N/A,N/A,0.0,0,0,0,0,1
2014,F,35-44,D Felony,Drug Possession,Parole,2JD,0.0,0,0,0,0,2
2014,M,45-54,D Felony,Weapons,N/A,N/A,0.0,0,0,0,0,1
2014,M,35-44,D Felony,Trafficking,Parole,2JD,0.0,0,0,0,0,2
2014,M,45-54,Aggravated Misdemeanor,Weapons,Parole,5JD,0.0,0,0,0,0,1
2014,M,35-44,D Felony,Forgery/Fraud,Parole,3JD,0.3333333333333333,0,0,0,0,3
2014,F,35-44,C Felony,Trafficking,Parole,2JD,0.0,0,0,0,1,3
2014,M,55 and Older,C Felony,Other Violent,N/A,N/A,0.0,0,0,1,0,0
2014,M,35-44,D Felony,Other Drug,Parole,8JD,0.0,0,0,0,0,1
2014,F,55 and Older,D Felony,Forgery/Fraud,Parole,5JD,0.0,0,0,1,0,0
2014,M,45-54,D Felony,Trafficking,Parole,4JD,0.0,0,0,0,0,1
2014,M,35-44,C Felony,Arson,Parole,3JD,1.0,0,0,0,0,1
2014,M,35-44,D Felony,Weapons,Parole,5JD,0.0,0,0,1,0,2
2014,F,35-44,D Felony,Burglary,Parole,4JD,1.0,0,0,0,0,1
2014,F,35-44,D Felony,Other Criminal,Parole,2JD,0.0,0,0,0,0,1
2014,M,35-44,D Felony,Traffic,Parole,5JD,1.0,0,0,0,0,1
2014,F,35-44,C Felony,Robbery,Parole,8JD,0.0,0,0,0,0,1
2014,F,35-44,D Felony,Burglary,Parole,6JD,0.0,0,0,0,0,1
2014,M,35-44,D Felony,Sex,N/A,N/A,0.0,0,0,1,1,2
2014,M,35-44,Felony - Enhancement to Original Penalty,Trafficking,Parole,7JD,0.0,0,0,1,0,0
2014,F,35-44,D Felony,Forgery/Fraud,Parole,3JD,0.0,0,0,0,1,1
2014,M,35-44,Aggravated Misdemeanor,Traffic,Parole,1JD,1.0,0,0,1,0,0
2014,M,35-44,D Felony,Trafficking,Parole,1JD,1.0,0,0,0,0,1
2014,F,35-44,C Felony,Trafficking,Parole,1JD,0.5,0,0,0,0,4
2014,M,35-44,Aggravated Misdemeanor,Drug Possession,Parole,2JD,0.0,0,0,0,0,1
2014,F,55 and Older,Aggravated Misdemeanor,Burglary,N/A,N/A,0.0,0,0,0,0,1
2014,M,35-44,D Felony,OWI,Parole,3JD,0.0,0,0,0,2,0
2014,M,25-34,C Felony,Trafficking,N/A,N/A,0.16216216216216217,3,0,17,3,14
2014,M,35-44,Felony - Enhancement to Original Penalty,Other Criminal,Parole,8JD,0.0,0,0,0,0,1
2014,M,25-34,C Felony,Trafficking,Parole,4JD,0.875,0,0,1,1,6
2014,F,35-44,Felony - Enhancement to Original Penalty,Trafficking,Parole,1JD,0.6666666666666666,0,0,1,0,2
2014,F,55 and Older,Felony - Enhancement to Original Penalty,Trafficking,Parole,5JD,0.0,0,0,0,0,1
2014,M,35-44,Aggravated Misdemeanor,Sex,N/A,N/A,0.5,1,0,0,0,1
2014,M,55 and Older,Felony - Enhancement to Original Penalty,Trafficking,Parole,8JD,0.5,0,0,0,0,2
2014,F,35-44,D Felony,Assault,Parole,1JD,0.0,0,0,0,0,1
2014,M,25-34,C Felony,Trafficking,Parole,3JD,0.36363636363636365,0,1,1,0,9
2014,M,55 and Older,D Felony,Trafficking,N/A,N/A,0.0,0,0,0,0,3
2014,M,25-34,D Felony,Assault,Parole,1JD,0.46153846153846156,0,0,4,0,9
2014,M,45-54,D Felony,Other Public Order,Parole,7JD,0.5,0,0,2,0,0
2014,M,35-44,B Felony,Other Violent,Parole,5JD,0.0,0,0,0,0,1
2014,M,45-54,Aggravated Misdemeanor,Alcohol,Parole,5JD,0.0,0,0,0,0,1
2014,F,45-54,B Felony,Assault,Parole,2JD,0.0,0,0,0,0,1
2014,M,25-34,Aggravated Misdemeanor,Theft,N/A,N/A,0.16666666666666666,0,0,4,0,14
2014,M,35-44,Aggravated Misdemeanor,Assault,Parole,8JD,0.5,0,0,0,0,2
2014,M,25-34,Aggravated Misdemeanor,Assault,N/A,N/A,0.3076923076923077,1,1,19,3,41
2014,M,25-34,Aggravated Misdemeanor,Forgery/Fraud,N/A,N/A,0.16666666666666666,0,0,2,0,4
2014,M,35-44,D Felony,Theft,Parole,5JD,0.6666666666666666,0,0,0,1,2
2014,M,35-44,D Felony,Other Public Order,Parole,2JD,1.0,0,0,0,0,1
2014,M,25-34,C Felony,Trafficking,Parole,2JD,0.47368421052631576,1,0,2,1,15
2014,M,55 and Older,C Felony,Robbery,N/A,N/A,0.0,0,0,0,0,1
2014,M,35-44,C Felony,Sex,Parole,1JD,0.0,0,0,0,0,2
2014,F,35-44,C Felony,Other Violent,Parole,2JD,0.0,0,0,0,0,1
2014,M,45-54,D Felony,Burglary,Parole,8JD,0.5,0,0,0,0,2
2014,M,35-44,D Felony,Assault,Parole,3JD,0.0,0,0,0,0,1
2014,M,55 and Older,Aggravated Misdemeanor,Other Violent,Parole,5JD,0.0,0,0,0,0,1
2014,F,35-44,C Felony,Theft,Parole,2JD,0.0,0,0,0,0,2
2014,M,25-34,Felony - Enhancement to Original Penalty,Trafficking,Parole,1JD,0.6923076923076923,0,0,8,0,5
2014,F,45-54,B Felony,Trafficking,Parole,5JD,0.5,1,0,0,0,1
2014,M,25-34,D Felony,Trafficking,Parole,5JD,0.4666666666666667,0,2,5,0,8
2014,M,35-44,C Felony,Other Violent,Parole,1JD,0.0,0,0,1,0,0
2014,F,35-44,C Felony,Trafficking,N/A,N/A,0.2,0,0,2,0,3
2014,M,25-34,D Felony,Drug Possession,N/A,N/A,0.375,1,0,1,0,6
2014,M,25-34,Felony - Enhancement to Original Penalty,Other Criminal,Parole,6JD,0.6666666666666666,0,0,0,0,3
2014,M,35-44,Aggravated Misdemeanor,Assault,Parole,2JD,0.5,0,0,0,0,2
2014,F,35-44,D Felony,Forgery/Fraud,Parole,5JD,0.25,0,0,0,0,4
2014,M,55 and Older,D Felony,Drug Possession,N/A,N/A,0.0,0,0,0,0,1
2014,M,35-44,C Felony,Theft,Parole,8JD,0.0,0,0,0,0,1
2014,M,35-44,Aggravated Misdemeanor,Weapons,N/A,N/A,0.0,0,0,0,0,2
2014,M,25-34,D Felony,Theft,Parole,8JD,1.0,0,0,0,0,2
2014,M,35-44,D Felony,Trafficking,Parole,3JD,0.5,0,0,2,0,0
2014,M,35-44,C Felony,Forgery/Fraud,Parole,2JD,1.0,0,0,0,0,1
2014,F,35-44,D Felony,Other Drug,Parole,3JD,0.0,0,0,0,0,1
2014,M,25-34,D Felony,Trafficking,Parole,7JD,0.2,0,0,4,0,1
2014,M,25-34,C Felony,Assault,Parole,4JD,0.75,0,0,0,0,4
2014,F,35-44,D Felony,Forgery/Fraud,Parole,4JD,0.5,0,0,0,0,2
2014,M,25-34,C Felony,Trafficking,Parole,8JD,0.5625,0,0,8,1,23
2014,M,35-44,Felony - Enhancement to Original Penalty,Trafficking,Parole,8JD,1.0,0,0,0,0,1
2014,M,25-34,C Felony,Burglary,Parole,7JD,0.5,0,0,2,0,0
2014,M,35-44,D Felony,Weapons,Parole,8JD,0.0,0,0,0,0,2
2014,M,25-34,Felony - Enhancement to Original Penalty,Other Criminal,Parole,5JD,0.25,1,1,0,0,2
2014,M,25-34,Felony - Enhancement to Original Penalty,Other Criminal,Parole,2JD,0.4,0,0,0,1,4
2014,M,35-44,D Felony,Other Drug,Parole,1JD,0.0,0,0,0,0,1
2014,M,25-34,Felony - Enhancement to Original Penalty,Trafficking,Parole,5JD,0.4666666666666667,0,0,2,1,12
2014,F,35-44,C Felony,Trafficking,Parole,3JD,0.3333333333333333,0,0,0,0,3
2014,F,45-54,D Felony,Drug Possession,Parole,6JD,1.0,0,0,0,0,1
2014,F,45-54,Aggravated Misdemeanor,Traffic,Parole,5JD,0.0,0,0,1,0,1
2014,M,25-34,C Felony,Theft,Parole,4JD,1.0,0,0,0,0,5
2014,M,25-34,C Felony,Theft,Parole,1JD,0.5,0,0,0,0,2
2014,M,55 and Older,C Felony,Other Drug,Parole,1JD,0.0,0,0,0,0,1
2014,M,35-44,Aggravated Misdemeanor,Forgery/Fraud,Parole,5JD,0.5,0,1,1,0,0
2014,M,25-34,D Felony,Burglary,Parole,3JD,0.7142857142857143,0,1,0,1,5
2014,M,35-44,D Felony,Weapons,Parole,2JD,0.0,0,0,0,0,1
2014,M,25-34,Felony - Enhancement to Original Penalty,Other Criminal,Parole,8JD,0.6666666666666666,0,0,0,0,3
2014,F,25-34,C Felony,Theft,Parole,7JD,1.0,0,0,0,0,1
2014,M,25-34,C Felony,Trafficking,Parole,5JD,0.7222222222222222,0,2,18,0,34
2014,M,35-44,B Felony,Robbery,Parole,5JD,0.0,0,0,0,0,1
2014,M,45-54,Aggravated Misdemeanor,Assault,Parole,3JD,0.0,0,0,0,0,1
2014,F,25-34,Felony - Enhancement to Original Penalty,Trafficking,Parole,1JD,1.0,0,0,0,0,1
2014,M,55 and Older,D Felony,Drug Possession,Parole,2JD,1.0,0,0,0,0,1
2014,M,45-54,C Felony,Robbery,Parole,5JD,0.0,0,0,0,0,1
2014,M,25-34,D Felony,Burglary,Parole,1JD,0.4,0,0,2,1,12
2014,M,25-34,D Felony,Burglary,Parole,2JD,0.5,0,0,1,1,6
2014,F,25-34,Aggravated Misdemeanor,Traffic,Parole,7JD,0.0,0,0,0,0,1
2014,M,45-54,D Felony,Other Drug,N/A,N/A,0.5,0,0,0,0,2
2014,M,25-34,D Felony,Forgery/Fraud,Parole,5JD,0.5,0,0,2,0,8
2014,M,25-34,D Felony,OWI,Parole,6JD,0.0,0,0,0,0,3
2014,M,25-34,Felony - Enhancement to Original Penalty,Other Criminal,Parole,7JD,0.3333333333333333,0,0,3,0,0
2014,M,35-44,Aggravated Misdemeanor,Alcohol,N/A,N/A,0.3333333333333333,0,0,1,0,2
2014,M,35-44,C Felony,Vandalism,Parole,2JD,0.0,0,0,0,0,1
2014,M,45-54,D Felony,Assault,Parole,5JD,0.0,0,0,0,0,1
2014,M,35-44,C Felony,Sex,Parole,5JD,0.0,0,0,0,0,1
2014,F,35-44,B Felony,Other Criminal,Parole,4JD,1.0,0,0,0,0,1
2014,M,45-54,D Felony,Trafficking,Parole,1JD,0.0,0,0,0,0,1
2014,M,25-34,C Felony,Assault,N/A,N/A,0.0,0,0,2,5,2
2014,M,25-34,D Felony,Theft,Parole,5JD,0.7142857142857143,0,0,0,0,7
2014,M,25-34,B Felony,Trafficking,Parole,2JD,0.5714285714285714,0,0,0,1,6
2014,F,25-34,D Felony,Theft,Parole,1JD,0.8333333333333334,0,0,2,0,4
2014,M,25-34,D Felony,Assault,Parole,5JD,0.3333333333333333,1,0,1,1,6
2014,M,55 and Older,C Felony,Murder/Manslaughter,N/A,N/A,0.0,0,0,1,0,0
2014,M,25-34,Aggravated Misdemeanor,Traffic,Parole,1JD,0.0,0,0,2,0,0
2014,M,35-44,Aggravated Misdemeanor,Arson,Parole,4JD,0.0,0,0,0,0,1
2014,F,25-34,C Felony,Forgery/Fraud,Parole,7JD,0.0,0,0,0,0,1
2014,M,25-34,Felony - Enhancement to Original Penalty,Trafficking,Parole,3JD,1.0,0,0,0,0,1
2014,M,25-34,Aggravated Misdemeanor,Traffic,Parole,5JD,0.5,0,0,2,0,4
2014,M,25-34,Aggravated Misdemeanor,Traffic,N/A,N/A,0.5384615384615384,0,0,0,2,11
2014,M,25-34,D Felony,Trafficking,Parole,2JD,0.4444444444444444,0,0,2,0,7
2014,M,25-34,C Felony,Sex,N/A,N/A,0.34285714285714286,0,0,4,5,26
2014,M,25-34,D Felony,Drug Possession,Parole,5JD,0.6,0,0,1,0,9
2014,M,25-34,D Felony,Theft,Parole,7JD,0.0,0,0,1,0,3
2014,M,25-34,C Felony,Trafficking,Parole,6JD,0.625,0,0,3,0,5
2014,M,35-44,Aggravated Misdemeanor,Other Violent,Parole,1JD,0.0,0,0,0,0,1
2014,M,25-34,Aggravated Misdemeanor,Assault,Parole,1JD,0.6,0,0,5,0,0
2014,M,25-34,D Felony,Burglary,Parole,6JD,0.75,0,0,2,0,2
2014,F,35-44,D Felony,Trafficking,Parole,2JD,0.0,0,0,0,0,1
2014,F,45-54,D Felony,Assault,N/A,N/A,0.0,0,0,1,0,1
2014,F,35-44,Aggravated Misdemeanor,OWI,N/A,N/A,0.0,0,0,1,0,0
2014,F,25-34,Felony - Enhancement to Original Penalty,Trafficking,Parole,5JD,0.6666666666666666,0,0,0,0,3
2014,M,25-34,D Felony,Assault,Parole,8JD,0.5,0,0,0,0,4
2014,M,25-34,D Felony,OWI,Parole,2JD,0.42857142857142855,0,0,1,1,5
2014,M,25-34,B Felony,Trafficking,Parole,1JD,0.5384615384615384,0,0,0,2,11
2014,F,35-44,C Felony,Other Violent,Parole,7JD,1.0,0,0,1,0,0
2014,M,25-34,Felony - Enhancement to Original Penalty,Trafficking,N/A,N/A,0.0,0,0,5,0,1
2014,M,25-34,Aggravated Misdemeanor,Drug Possession,Parole,5JD,0.7142857142857143,0,0,2,1,4
2014,M,25-34,B Felony,Trafficking,N/A,N/A,0.0,0,0,1,4,5
2014,F,25-34,Aggravated Misdemeanor,Alcohol,N/A,N/A,0.0,0,0,0,0,1
2014,M,55 and Older,D Felony,Theft,N/A,N/A,0.0,0,0,1,0,1
2014,M,25-34,C Felony,Vandalism,N/A,N/A,1.0,0,0,0,0,1
2014,F,35-44,Aggravated Misdemeanor,Drug Possession,Parole,5JD,0.5,0,0,0,0,2
2014,M,45-54,D Felony,Forgery/Fraud,Parole,5JD,1.0,0,0,0,0,1
2014,M,55 and Older,D Felony,Other Criminal,N/A,N/A,0.0,0,0,1,0,1
2014,F,35-44,C Felony,Other Violent,Parole,5JD,1.0,0,0,1,0,0
2014,F,35-44,D Felony,Forgery/Fraud,N/A,N/A,0.0,0,0,1,0,2
2014,M,45-54,B Felony,Other Violent,Parole,7JD,0.0,0,0,1,0,0
2014,M,25-34,C Felony,Trafficking,Parole,1JD,0.75,0,0,10,1,13
2014,M,25-34,D Felony,Assault,N/A,N/A,0.043478260869565216,1,0,8,3,11
2014,M,25-34,C Felony,Burglary,Parole,1JD,0.625,0,0,6,0,2
2014,M,25-34,D Felony,Burglary,Parole,5JD,0.6428571428571429,0,1,2,0,11
2014,M,35-44,D Felony,Other Drug,Parole,7JD,0.0,0,0,0,0,1
2014,M,25-34,D Felony,Weapons,Parole,5JD,0.6666666666666666,0,0,1,0,5
2014,M,25-34,D Felony,Trafficking,Parole,6JD,1.0,0,0,1,0,0
2014,F,25-34,D Felony,Sex,N/A,N/A,0.0,0,0,0,0,1
2014,M,25-34,Aggravated Misdemeanor,Other Violent,Parole,3JD,0.0,0,0,0,0,1
2014,M,25-34,C Felony,Trafficking,Parole,7JD,0.6956521739130435,0,0,9,0,14
2014,F,25-34,D Felony,Burglary,N/A,N/A,0.0,0,0,1,0,5
2014,M,25-34,D Felony,Other Drug,N/A,N/A,0.0,0,0,4,0,2
2014,M,55 and Older,C Felony,Trafficking,N/A,N/A,0.25,0,0,1,0,3
2014,M,25-34,Felony - Enhancement to Original Penalty,Other Criminal,Parole,3JD,0.8,0,0,2,0,3
2014,M,45-54,D Felony,Weapons,Parole,3JD,0.0,0,0,0,0,1
2014,M,25-34,Felony - Enhancement to Original Penalty,Trafficking,Parole,7JD,0.5,0,0,1,0,1
2014,F,35-44,C Felony,Burglary,N/A,N/A,0.0,0,0,0,0,1
2014,M,25-34,D Felony,Theft,Parole,2JD,0.0,0,0,0,0,2
2014,M,35-44,Aggravated Misdemeanor,Forgery/Fraud,Parole,8JD,1.0,0,0,0,1,0
2014,M,25-34,D Felony,OWI,N/A,N/A,0.1,2,0,2,6,20
2014,M,25-34,Aggravated Misdemeanor,Drug Possession,N/A,N/A,0.4,1,0,1,1,7
2014,M,25-34,D Felony,Other Public Order,Parole,8JD,1.0,0,0,0,0,1
2014,M,25-34,D Felony,Theft,N/A,N/A,0.15,1,0,3,2,14
2014,M,25-34,D Felony,Weapons,Parole,8JD,0.25,0,0,1,0,3
2014,M,25-34,C Felony,Theft,Parole,5JD,0.5555555555555556,0,0,1,0,8
2014,F,25-34,D Felony,OWI,Parole,6JD,1.0,1,0,0,0,0
2014,M,25-34,D Felony,OWI,Parole,7JD,0.5,0,0,0,2,4
2014,M,35-44,Aggravated Misdemeanor,Traffic,Parole,2JD,1.0,0,0,0,0,1
2014,F,35-44,Aggravated Misdemeanor,Alcohol,N/A,N/A,0.0,0,0,0,0,1
2014,M,25-34,Felony - Enhancement to Original Penalty,Other Criminal,Parole,1JD,0.5714285714285714,0,0,4,0,3
2014,M,25-34,C Felony,Assault,Parole,2JD,0.5,0,0,1,0,1
2014,M,45-54,D Felony,Vandalism,Parole,7JD,0.0,0,0,0,0,1
2014,F,25-34,D Felony,Assault,Parole,8JD,0.0,0,0,0,0,1
2014,F,45-54,D Felony,Trafficking,Parole,6JD,0.0,0,0,0,0,1
2014,M,25-34,D Felony,Burglary,Parole,7JD,0.625,0,0,1,1,6
2014,F,25-34,C Felony,Trafficking,Parole,5JD,0.47058823529411764,0,0,2,0,15
2014,M,25-34,Felony - Enhancement to Original Penalty,Other Criminal,N/A,N/A,0.0,0,0,1,0,2
2014,M,25-34,D Felony,Forgery/Fraud,Parole,3JD,0.6666666666666666,0,0,0,1,2
2014,M,25-34,D Felony,Drug Possession,Parole,3JD,0.0,0,0,0,0,1
2014,M,25-34,C Felony,Assault,Parole,3JD,0.0,0,0,0,2,0
2014,F,45-54,C Felony,Theft,Parole,1JD,0.0,0,0,1,0,0
2014,M,25-34,D Felony,Trafficking,Parole,1JD,0.2727272727272727,0,0,7,0,4
2014,M,25-34,C Felony,Other Drug,Parole,8JD,0.0,0,0,0,0,2
2014,M,25-34,C Felony,Assault,Parole,5JD,0.75,0,0,1,0,3
2014,M,25-34,D Felony,Traffic,Parole,4JD,1.0,0,0,0,0,1
2014,M,25-34,Aggravated Misdemeanor,Trafficking,N/A,N/A,0.0,0,0,0,0,1
2014,F,25-34,D Felony,Burglary,Parole,2JD,0.0,0,0,0,2,2
2014,F,25-34,D Felony,Forgery/Fraud,Parole,1JD,0.6,0,0,0,0,5
2014,M,25-34,C Felony,Vandalism,Parole,1JD,1.0,0,0,0,0,1
2014,M,25-34,D Felony,Sex,Parole,1JD,0.0,0,0,0,0,1
2014,M,25-34,B Felony,Other Violent,Parole,5JD,0.0,0,0,2,0,0
2014,F,45-54,D Felony,Trafficking,Parole,5JD,0.0,0,0,0,0,1
2014,F,25-34,D Felony,Forgery/Fraud,Parole,5JD,0.6666666666666666,0,0,2,0,1
2014,F,45-54,D Felony,OWI,Parole,5JD,0.0,0,0,0,0,1
2014,M,25-34,D Felony,Forgery/Fraud,N/A,N/A,0.18181818181818182,0,0,5,2,4
2014,M,Under 25,D Felony,Burglary,Parole,8JD,0.42857142857142855,0,0,2,1,4
2014,M,25-34,Aggravated Misdemeanor,Other Criminal,N/A,N/A,0.45714285714285713,0,0,3,3,29
2014,M,Under 25,Aggravated Misdemeanor,Assault,Parole,2JD,0.0,0,0,0,0,1
2014,M,Under 25,D Felony,Assault,Parole,1JD,0.5555555555555556,0,0,5,0,4
2014,F,Under 25,D Felony,Theft,Parole,5JD,0.5,0,2,0,1,1
2014,F,25-34,Aggravated Misdemeanor,Assault,Parole,5JD,0.5,1,0,2,0,1
2014,F,25-34,Aggravated Misdemeanor,OWI,Parole,1JD,1.0,0,0,0,0,1
2014,F,35-44,D Felony,Burglary,Parole,5JD,1.0,0,0,0,0,2
2014,M,25-34,C Felony,Theft,Parole,7JD,0.0,0,0,1,0,1
2014,M,Under 25,D Felony,Burglary,Parole,1JD,0.42857142857142855,0,0,2,1,11
2014,M,Under 25,D Felony,Trafficking,N/A,N/A,0.1111111111111111,0,0,5,0,22
2014,F,25-34,D Felony,Theft,Parole,5JD,0.4,0,0,2,0,3
2014,M,Under 25,Aggravated Misdemeanor,Other Drug,Parole,3JD,0.0,0,0,0,0,1
2014,M,Under 25,C Felony,Other Violent,N/A,N/A,0.25,1,0,3,0,0
2014,F,Under 25,Aggravated Misdemeanor,Weapons,N/A,N/A,0.0,0,0,0,0,1
2014,M,Under 25,D Felony,Burglary,Parole,2JD,0.625,0,0,0,1,7
2014,F,25-34,D Felony,Trafficking,Parole,8JD,0.3333333333333333,0,0,0,0,3
2014,M,Under 25,C Felony,Burglary,Parole,1JD,0.75,0,0,2,0,2
2014,F,25-34,C Felony,Other Violent,Parole,3JD,1.0,2,0,0,0,0
2014,M,25-34,B Felony,Murder/Manslaughter,N/A,N/A,0.0,0,0,0,0,2
2014,M,25-34,C Felony,Burglary,N/A,N/A,0.26666666666666666,0,1,4,1,9
2014,M,Under 25,D Felony,Theft,N/A,N/A,0.3157894736842105,0,0,4,2,13
2014,M,25-34,Aggravated Misdemeanor,Vandalism,N/A,N/A,0.25,0,0,4,0,4
2014,M,Under 25,D Felony,OWI,Parole,2JD,0.5,0,0,0,0,2
2014,M,25-34,D Felony,Drug Possession,Parole,8JD,1.0,0,0,0,0,3
2014,M,25-34,Aggravated Misdemeanor,Theft,Parole,5JD,1.0,0,0,0,0,3
2014,M,Under 25,B Felony,Other Criminal,Parole,5JD,1.0,0,0,2,0,0
2014,M,25-34,C Felony,Theft,Parole,2JD,0.6666666666666666,0,0,1,0,2
2014,M,25-34,D Felony,Forgery/Fraud,Parole,7JD,1.0,0,0,0,0,2
2014,F,Under 25,D Felony,Theft,N/A,N/A,0.0,0,1,1,1,1
2014,M,Under 25,C Felony,Theft,Parole,2JD,1.0,0,0,2,0,2
2014,M,25-34,Aggravated Misdemeanor,Assault,Parole,5JD,0.45454545454545453,0,0,2,0,9
2014,F,25-34,Aggravated Misdemeanor,Forgery/Fraud,N/A,N/A,0.0,0,0,0,0,2
2014,F,25-34,C Felony,Trafficking,Parole,2JD,0.3333333333333333,0,0,1,0,5
2014,M,Under 25,Aggravated Misdemeanor,Other Criminal,N/A,N/A,0.6,0,0,1,4,10
2014,F,Under 25,Aggravated Misdemeanor,Weapons,Parole,5JD,0.0,0,0,0,0,1
2014,M,Under 25,Aggravated Misdemeanor,Other Violent,N/A,N/A,0.0,0,0,1,0,4
2014,M,Under 25,C Felony,Burglary,N/A,N/A,0.3,0,0,3,0,7
2014,F,25-34,B Felony,Trafficking,Parole,2JD,0.0,0,0,0,1,0
2014,M,Under 25,C Felony,Trafficking,Parole,6JD,0.3333333333333333,0,0,2,0,1
2014,M,25-34,Aggravated Misdemeanor,Sex,N/A,N/A,0.7142857142857143,0,0,1,0,6
2014,M,Under 25,Aggravated Misdemeanor,Theft,Parole,5JD,0.6666666666666666,0,0,0,0,3
2014,M,25-34,C Felony,Other Drug,Parole,2JD,0.0,0,0,0,0,2
2014,M,Under 25,Aggravated Misdemeanor,Theft,N/A,N/A,0.4375,0,0,6,1,9
2014,F,Under 25,C Felony,Theft,Parole,5JD,1.0,0,0,1,0,0
2014,M,Under 25,Aggravated Misdemeanor,Burglary,N/A,N/A,0.16666666666666666,0,0,5,1,6
2014,F,45-54,B Felony,Murder/Manslaughter,Parole,6JD,0.0,0,0,0,0,2
2014,F,25-34,D Felony,Assault,Parole,1JD,0.0,0,0,0,1,1
2014,F,Under 25,Aggravated Misdemeanor,Assault,N/A,N/A,0.0,0,0,1,0,3
2014,F,45-54,C Felony,Trafficking,Parole,4JD,0.0,0,0,0,0,1
2014,M,Under 25,C Felony,Trafficking,N/A,N/A,0.2857142857142857,1,0,5,4,4
2014,M,Under 25,C Felony,Trafficking,Parole,8JD,0.0,0,0,0,0,4
2014,M,Under 25,D Felony,Murder/Manslaughter,Parole,2JD,0.0,0,0,0,0,2
2014,M,Under 25,C Felony,Burglary,Parole,6JD,0.5,0,0,1,0,1
2014,M,Under 25,D Felony,Burglary,Parole,7JD,0.36363636363636365,0,0,3,0,8
2014,M,25-34,Aggravated Misdemeanor,Weapons,Parole,3JD,1.0,0,0,0,0,1
2014,M,Under 25,D Felony,Trafficking,Parole,7JD,0.0,0,0,3,0,3
2014,M,35-44,C Felony,Robbery,Parole,1JD,0.0,0,0,1,0,0
2014,M,55 and Older,C Felony,Arson,N/A,N/A,0.0,0,0,0,0,1
2014,F,35-44,D Felony,Assault,Parole,6JD,1.0,0,0,1,0,0
2014,M,Under 25,D Felony,Burglary,N/A,N/A,0.1509433962264151,1,0,11,5,36
2014,F,35-44,Aggravated Misdemeanor,Assault,Parole,1JD,0.0,0,0,1,0,0
2014,M,35-44,B Felony,Other Criminal,N/A,N/A,0.0,0,0,0,0,1
2014,M,Under 25,D Felony,Burglary,Parole,3JD,0.5833333333333334,3,0,0,1,8
2014,M,25-34,Aggravated Misdemeanor,OWI,N/A,N/A,0.0,0,0,4,2,6
2014,M,25-34,C Felony,Other Violent,N/A,N/A,0.0,0,0,0,0,2
2014,M,25-34,C Felony,Arson,Parole,4JD,1.0,0,0,1,0,1
2014,M,25-34,C Felony,Arson,N/A,N/A,0.0,0,0,1,0,1
2014,M,35-44,Felony - Enhancement to Original Penalty,Other Criminal,Parole,7JD,0.0,0,0,0,0,1
2014,M,Under 25,Aggravated Misdemeanor,Assault,N/A,N/A,0.4642857142857143,0,1,7,5,15
2014,F,35-44,D Felony,Assault,Parole,8JD,0.0,0,0,0,0,1
2014,M,Under 25,Aggravated Misdemeanor,Forgery/Fraud,Parole,5JD,1.0,0,0,0,0,2
2014,F,45-54,D Felony,Forgery/Fraud,Parole,6JD,0.0,0,0,0,0,1
2014,F,25-34,Aggravated Misdemeanor,Drug Possession,N/A,N/A,0.0,0,0,1,0,3
2014,M,35-44,C Felony,Murder/Manslaughter,N/A,N/A,0.0,0,0,0,1,0
2014,M,Under 25,D Felony,OWI,Parole,1JD,0.0,0,0,0,0,1
2014,F,Under 25,C Felony,Trafficking,Parole,1JD,0.0,0,0,0,0,2
2014,M,35-44,Felony - Enhancement to Original Penalty,Sex,N/A,N/A,0.0,0,0,1,0,2
2014,M,25-34,D Felony,OWI,Parole,5JD,0.5789473684210527,0,0,1,3,15
2014,M,25-34,Aggravated Misdemeanor,Traffic,Parole,8JD,0.0,0,0,1,0,0
2014,M,Under 25,D Felony,Traffic,N/A,N/A,0.0,0,0,1,1,1
2014,M,25-34,D Felony,Assault,Parole,2JD,0.5,0,0,0,0,6
2014,M,Under 25,D Felony,Assault,Parole,8JD,0.5,0,0,0,0,4
2014,M,45-54,C Felony,Assault,N/A,N/A,0.0,0,0,1,2,0
2014,M,25-34,D Felony,Forgery/Fraud,Parole,4JD,0.6666666666666666,0,0,0,0,3
2014,M,Under 25,D Felony,Theft,Parole,3JD,0.6666666666666666,0,0,0,0,3
