Fiscal Year Released,Recidivism Reporting Year,Race - Ethnicity,Sex,Age At Release ,Convicting Offense Classification,Convicting Offense Type,Convicting Offense Subtype,Release Type,Main Supervising District,Recidivism - Return to Prison,Recidivism Type,Days to Recidivism,New Conviction Offense Classification,New Conviction Offense Type,New Conviction Offense Sub Type,Part of Target Population
2013,2016,White - Non-Hispanic,M,Under 25,D Felony,Drug,Trafficking,Paroled to Detainer - U.S. Marshall,1JD,No,No Recidivism,,,,,Yes
2013,2016,White - Non-Hispanic,M,Under 25,D Felony,Property,Burglary,Discharged - Expiration of Sentence,,No,No Recidivism,,,,,No
2013,2016,White - Hispanic,M,Under 25,D Felony,Drug,Trafficking,Parole Granted,,No,No Recidivism,,,,,Yes
2013,2016,Black - Non-Hispanic,M,Under 25,D Felony,Violent,Assault,Paroled to Detainer - U.S. Marshall,2JD,No,No Recidivism,,,,,Yes
2013,2016,White - Hispanic,M,Under 25,D Felony,Property,Vandalism,Parole Granted,3JD,No,No Recidivism,,,,,Yes
2013,2016,White - Non-Hispanic,M,Under 25,D Felony,Violent,Sex,Parole Granted,5JD,No,No Recidivism,,,,,Yes
2013,2016,White - Non-Hispanic,F,Under 25,D Felony,Violent,Assault,Parole Granted,,No,No Recidivism,,,,,Yes
2013,2016,White - Non-Hispanic,M,Under 25,D Felony,Drug,Trafficking,Parole Granted,7JD,No,No Recidivism,,,,,Yes
2013,2016,Black - Non-Hispanic,M,Under 25,C Felony,Property,Theft,Parole Granted,1JD,No,No Recidivism,,,,,Yes
2013,2016,White - Non-Hispanic,M,Under 25,D Felony,Property,Burglary,Parole Granted,2JD,No,No Recidivism,,,,,Yes
2013,2016,White - Hispanic,M,Under 25,D Felony,Violent,Assault,Discharged - Expiration of Sentence,,No,No Recidivism,,,,,No
2013,2016,White - Non-Hispanic,M,Under 25,Aggravated Misdemeanor,Public Order,Weapons,Parole Granted,5JD,No,No Recidivism,,,,,Yes
2013,2016,White - Non-Hispanic,M,Under 25,Aggravated Misdemeanor,Property,Vandalism,Discharged - Expiration of Sentence,,No,No Recidivism,,,,,No
2013,2016,White - Non-Hispanic,M,Under 25,D Felony,Property,Burglary,Parole Granted,8JD,No,No Recidivism,,,,,Yes
2013,2016,White - Non-Hispanic,M,Under 25,D Felony,Property,Burglary,Discharged - Expiration of Sentence,,No,No Recidivism,,,,,No
2013,2016,White - Non-Hispanic,M,Under 25,D Felony,Property,Theft,Parole Granted,5JD,No,No Recidivism,,,,,Yes
2013,2016,White - Non-Hispanic,M,Under 25,D Felony,Violent,Murder/Manslaughter,Parole Granted,1JD,No,No Recidivism,,,,,Yes
2013,2016,White - Non-Hispanic,M,Under 25,D Felony,Drug,Trafficking,Parole Granted,7JD,No,No Recidivism,,,,,Yes
2013,2016,White - Non-Hispanic,M,Under 25,D Felony,Property,Burglary,Discharged - Expiration of Sentence,,No,No Recidivism,,,,,No
2013,2016,White - Non-Hispanic,M,Under 25,D Felony,Public Order,Other Public Order,Parole Granted,3JD,No,No Recidivism,,,,,Yes
2013,2016,White - Non-Hispanic,M,Under 25,C Felony,Drug,Trafficking,Parole Granted,6JD,No,No Recidivism,,,,,Yes
2013,2016,White - Non-Hispanic,M,Under 25,Aggravated Misdemeanor,Violent,Assault,Discharged - Expiration of Sentence,,No,No Recidivism,,,,,No
2013,2016,Black - Non-Hispanic,M,Under 25,C Felony,Property,Theft,Discharged - Expiration of Sentence,,No,No Recidivism,,,,,No
2013,2016,White - Non-Hispanic,M,Under 25,D Felony,Property,Burglary,Paroled to Detainer - Out of State,7JD,No,No Recidivism,,,,,Yes
2013,2016,Black - Non-Hispanic,M,Under 25,D Felony,Property,Vandalism,Discharged - Expiration of Sentence,,No,No Recidivism,,,,,No
2013,2016,White - Non-Hispanic,M,Under 25,Aggravated Misdemeanor,Public Order,OWI,Parole Granted,1JD,No,No Recidivism,,,,,Yes
2013,2016,Black - Non-Hispanic,M,Under 25,C Felony,Property,Theft,Parole Granted,1JD,No,No Recidivism,,,,,Yes
2013,2016,White - Non-Hispanic,M,Under 25,Aggravated Misdemeanor,Property,Theft,Paroled w/Immediate Discharge,5JD,No,No Recidivism,,,,,Yes
2013,2016,White - Non-Hispanic,M,Under 25,Aggravated Misdemeanor,Violent,Assault,Paroled w/Immediate Discharge,5JD,No,No Recidivism,,,,,Yes
2013,2016,Black - Non-Hispanic,M,Under 25,C Felony,Violent,Assault,Discharged - Expiration of Sentence,,No,No Recidivism,,,,,No
2013,2016,White - Non-Hispanic,M,Under 25,D Felony,Violent,Assault,Discharged - Expiration of Sentence,,No,No Recidivism,,,,,No
2013,2016,Black - Non-Hispanic,M,Under 25,D Felony,Public Order,Weapons,Parole Granted,5JD,No,No Recidivism,,,,,Yes
2013,2016,Black - Non-Hispanic,M,Under 25,D Felony,Public Order,Weapons,Parole Granted,2JD,No,No Recidivism,,,,,Yes
2013,2016,Black - Non-Hispanic,M,Under 25,C Felony,Property,Theft,Parole Granted,1JD,No,No Recidivism,,,,,Yes
2013,2016,White - Non-Hispanic,F,Under 25,D Felony,Property,Burglary,Parole Granted,1JD,No,No Recidivism,,,,,Yes
2013,2016,White - Non-Hispanic,M,Under 25,D Felony,Property,Burglary,Parole Granted,7JD,No,No Recidivism,,,,,Yes
2013,2016,White - Non-Hispanic,M,Under 25,D Felony,Property,Burglary,Discharged - Expiration of Sentence,,No,No Recidivism,,,,,No
2013,2016,White - Non-Hispanic,M,Under 25,D Felony,Property,Burglary,Discharged - Expiration of Sentence,,No,No Recidivism,,,,,No
2013,2016,Black - Non-Hispanic,F,Under 25,D Felony,Property,Forgery/Fraud,Parole Granted,7JD,No,No Recidivism,,,,,Yes
2013,2016,White - Non-Hispanic,M,Under 25,Aggravated Misdemeanor,Public Order,OWI,Discharged - Expiration of Sentence,,No,No Recidivism,,,,,No
2013,2016,Black - Non-Hispanic,M,Under 25,D Felony,Public Order,Other Public Order,Parole Granted,5JD,No,No Recidivism,,,,,Yes
2013,2016,White - Non-Hispanic,M,Under 25,C Felony,Property,Burglary,Parole Granted,7JD,No,No Recidivism,,,,,Yes
2013,2016,White - Non-Hispanic,M,Under 25,Aggravated Misdemeanor,Violent,Assault,Discharged - Expiration of Sentence,,No,No Recidivism,,,,,No
2013,2016,White - Non-Hispanic,M,Under 25,D Felony,Property,Theft,Discharged - Expiration of Sentence,,No,No Recidivism,,,,,No
2013,2016,White - Non-Hispanic,F,Under 25,C Felony,Property,Theft,Parole Granted,8JD,No,No Recidivism,,,,,Yes
2013,2016,Black - Non-Hispanic,M,Under 25,C Felony,Property,Theft,Discharged - Expiration of Sentence,,No,No Recidivism,,,,,No
2013,2016,White - Non-Hispanic,M,Under 25,D Felony,Violent,Assault,Discharged - Expiration of Sentence,,No,No Recidivism,,,,,No
2013,2016,White - Non-Hispanic,F,Under 25,D Felony,Drug,Trafficking,Parole Granted,5JD,No,No Recidivism,,,,,Yes
2013,2016,White - Hispanic,M,Under 25,D Felony,Drug,Trafficking,Discharged - Expiration of Sentence,,No,No Recidivism,,,,,No
2013,2016,Black - Non-Hispanic,M,Under 25,C Felony,Public Order,Weapons,Parole Granted,7JD,No,No Recidivism,,,,,Yes
2013,2016,Black - Non-Hispanic,M,Under 25,D Felony,Drug,Trafficking,Parole Granted,1JD,No,No Recidivism,,,,,Yes
2013,2016,White - Non-Hispanic,M,Under 25,D Felony,Property,Theft,Discharged - Expiration of Sentence,,No,No Recidivism,,,,,No
2013,2016,White - Non-Hispanic,M,Under 25,Aggravated Misdemeanor,Violent,Assault,Discharged - Expiration of Sentence,,No,No Recidivism,,,,,No
2013,2016,White - Non-Hispanic,M,Under 25,Aggravated Misdemeanor,Violent,Assault,Discharged - Expiration of Sentence,,No,No Recidivism,,,,,No
2013,2016,White - Non-Hispanic,M,Under 25,C Felony,Drug,Trafficking,Parole Granted,8JD,No,No Recidivism,,,,,Yes
2013,2016,White - Hispanic,M,Under 25,B Felony,Drug,Trafficking,Paroled to Detainer - INS,,No,No Recidivism,,,,,Yes
2013,2016,Black - Non-Hispanic,M,Under 25,C Felony,Violent,Assault,Parole Granted,1JD,No,No Recidivism,,,,,Yes
2013,2016,White - Non-Hispanic,M,Under 25,D Felony,Property,Forgery/Fraud,Discharged - Expiration of Sentence,,No,No Recidivism,,,,,No
2013,2016,White - Non-Hispanic,M,Under 25,C Felony,Violent,Assault,Parole Granted,7JD,No,No Recidivism,,,,,Yes
2013,2016,Black - Non-Hispanic,M,Under 25,C Felony,Property,Theft,Discharged - Expiration of Sentence,,No,No Recidivism,,,,,No
2013,2016,Black - Non-Hispanic,M,Under 25,C Felony,Property,Burglary,Parole Granted,7JD,No,No Recidivism,,,,,Yes
2013,2016,White - Non-Hispanic,M,Under 25,Aggravated Misdemeanor,Violent,Sex,Released to Special Sentence,8JD,No,No Recidivism,,,,,Yes
2013,2016,White - Non-Hispanic,M,Under 25,D Felony,Property,Burglary,Discharged - Expiration of Sentence,,No,No Recidivism,,,,,No
2013,2016,White - Non-Hispanic,F,Under 25,Aggravated Misdemeanor,Property,Burglary,Paroled w/Immediate Discharge,,No,No Recidivism,,,,,Yes
2013,2016,White - Hispanic,M,Under 25,B Felony,Drug,Trafficking,Paroled to Detainer - INS,,No,No Recidivism,,,,,Yes
2013,2016,White - Hispanic,M,Under 25,C Felony,Property,Theft,Discharged - Expiration of Sentence,,No,No Recidivism,,,,,No
2013,2016,Black - Non-Hispanic,F,Under 25,Aggravated Misdemeanor,Violent,Assault,Discharged - Expiration of Sentence,,No,No Recidivism,,,,,No
2013,2016,White - Non-Hispanic,M,Under 25,C Felony,Violent,Assault,Parole Granted,8JD,No,No Recidivism,,,,,Yes
2013,2016,Black - Non-Hispanic,M,Under 25,D Felony,Property,Theft,Discharged - Expiration of Sentence,,No,No Recidivism,,,,,No
2013,2016,Black - Non-Hispanic,M,Under 25,C Felony,Drug,Trafficking,Parole Granted,5JD,No,No Recidivism,,,,,Yes
2013,2016,White - Non-Hispanic,M,Under 25,C Felony,Violent,Assault,Parole Granted,,No,No Recidivism,,,,,Yes
2013,2016,White - Hispanic,M,Under 25,Aggravated Misdemeanor,Violent,Sex,Released to Special Sentence,,No,No Recidivism,,,,,Yes
2013,2016,Black - Non-Hispanic,M,Under 25,Felony - Enhancement to Original Penalty,Drug,Trafficking,Parole Granted,1JD,No,No Recidivism,,,,,Yes
2013,2016,Black - Non-Hispanic,M,Under 25,D Felony,Property,Burglary,Parole Granted,7JD,No,No Recidivism,,,,,Yes
2013,2016,White - Non-Hispanic,F,Under 25,D Felony,Property,Forgery/Fraud,Discharged - Expiration of Sentence,,No,No Recidivism,,,,,No
2013,2016,Black - Non-Hispanic,M,Under 25,D Felony,Violent,Assault,Discharged - Expiration of Sentence,,No,No Recidivism,,,,,No
2013,2016,White - Non-Hispanic,M,Under 25,D Felony,Violent,Assault,Discharged - Expiration of Sentence,,No,No Recidivism,,,,,No
2013,2016,Black - Non-Hispanic,M,Under 25,C Felony,Violent,Assault,Parole Granted,1JD,No,No Recidivism,,,,,Yes
2013,2016,White - Non-Hispanic,F,Under 25,Aggravated Misdemeanor,Public Order,Prostitution/Pimping,Discharged - Expiration of Sentence,,No,No Recidivism,,,,,No
2013,2016,Black - Non-Hispanic,M,Under 25,C Felony,Violent,Assault,Discharged - Expiration of Sentence,,No,No Recidivism,,,,,No
2013,2016,White - Non-Hispanic,M,Under 25,D Felony,Property,Burglary,Discharged - Expiration of Sentence,,No,No Recidivism,,,,,No
2013,2016,White - Hispanic,M,Under 25,Aggravated Misdemeanor,Property,Theft,Discharged - Expiration of Sentence,,No,No Recidivism,,,,,No
2013,2016,Black - Hispanic,M,Under 25,D Felony,Drug,Trafficking,Parole Granted,,No,No Recidivism,,,,,Yes
2013,2016,White - Non-Hispanic,F,Under 25,D Felony,Drug,Trafficking,Paroled to Detainer - Out of State,7JD,No,No Recidivism,,,,,Yes
2013,2016,White - Non-Hispanic,M,Under 25,Aggravated Misdemeanor,Violent,Assault,Paroled w/Immediate Discharge,,No,No Recidivism,,,,,Yes
2013,2016,White - Non-Hispanic,M,Under 25,D Felony,Property,Burglary,Parole Granted,,No,No Recidivism,,,,,Yes
2013,2016,White - Non-Hispanic,M,Under 25,Aggravated Misdemeanor,Public Order,Weapons,Discharged - Expiration of Sentence,,No,No Recidivism,,,,,No
2013,2016,White - Non-Hispanic,F,Under 25,D Felony,Property,Burglary,Paroled w/Immediate Discharge,,No,No Recidivism,,,,,Yes
2013,2016,White - Non-Hispanic,M,Under 25,D Felony,Property,Burglary,Discharged - Expiration of Sentence,,No,No Recidivism,,,,,No
2013,2016,White - Hispanic,M,Under 25,D Felony,Property,Theft,Discharged - Expiration of Sentence,,No,No Recidivism,,,,,No
2013,2016,White - Non-Hispanic,M,Under 25,C Felony,Property,Arson,Parole Granted,4JD,No,No Recidivism,,,,,Yes
2013,2016,White - Non-Hispanic,M,Under 25,C Felony,Property,Burglary,Discharged - Expiration of Sentence,,No,No Recidivism,,,,,No
2013,2016,White - Non-Hispanic,M,Under 25,Aggravated Misdemeanor,Property,Theft,Released to Special Sentence,2JD,No,No Recidivism,,,,,Yes
2013,2016,Black - Non-Hispanic,M,Under 25,C Felony,Property,Burglary,Discharged - Expiration of Sentence,,No,No Recidivism,,,,,No
2013,2016,Black - Non-Hispanic,M,Under 25,Felony - Enhancement to Original Penalty,Drug,Trafficking,Parole Granted,1JD,No,No Recidivism,,,,,Yes
2013,2016,White - Non-Hispanic,M,Under 25,D Felony,Property,Burglary,Paroled w/Immediate Discharge,,No,No Recidivism,,,,,Yes
2013,2016,White - Non-Hispanic,M,Under 25,D Felony,Drug,Trafficking,Discharged - Expiration of Sentence,,No,No Recidivism,,,,,No
2013,2016,White - Non-Hispanic,M,Under 25,C Felony,Property,Burglary,Paroled to Detainer - INS,,No,No Recidivism,,,,,Yes
2013,2016,White - Non-Hispanic,F,Under 25,D Felony,Property,Burglary,Parole Granted,1JD,No,No Recidivism,,,,,Yes
2013,2016,White - Non-Hispanic,M,Under 25,D Felony,Public Order,OWI,Discharged - Expiration of Sentence,,No,No Recidivism,,,,,No
2013,2016,White - Hispanic,M,Under 25,D Felony,Public Order,OWI,Parole Granted,5JD,No,No Recidivism,,,,,Yes
2013,2016,Asian or Pacific Islander - Non-Hispanic,M,Under 25,Aggravated Misdemeanor,Property,Theft,Discharged - Expiration of Sentence,,No,No Recidivism,,,,,No
2013,2016,White - Hispanic,M,Under 25,C Felony,Violent,Sex,Paroled to Detainer - INS,,No,No Recidivism,,,,,Yes
2013,2016,White - Non-Hispanic,M,Under 25,Aggravated Misdemeanor,Property,Theft,Paroled w/Immediate Discharge,5JD,No,No Recidivism,,,,,Yes
2013,2016,White - Non-Hispanic,M,Under 25,D Felony,Public Order,OWI,Paroled to Detainer - Iowa,3JD,No,No Recidivism,,,,,Yes
2013,2016,White - Non-Hispanic,M,Under 25,D Felony,Violent,Murder/Manslaughter,Parole Granted,5JD,No,No Recidivism,,,,,Yes
2013,2016,White - Non-Hispanic,F,Under 25,Aggravated Misdemeanor,Property,Forgery/Fraud,Discharged - Expiration of Sentence,,No,No Recidivism,,,,,No
2013,2016,White - Non-Hispanic,M,Under 25,D Felony,Violent,Assault,Parole Granted,5JD,No,No Recidivism,,,,,Yes
2013,2016,White - Non-Hispanic,M,Under 25,C Felony,Violent,Sex,Parole Granted,2JD,No,No Recidivism,,,,,Yes
2013,2016,White - Non-Hispanic,M,Under 25,D Felony,Property,Theft,Discharged - Expiration of Sentence,,No,No Recidivism,,,,,No
2013,2016,Black - Non-Hispanic,M,Under 25,C Felony,Drug,Trafficking,Parole Granted,5JD,No,No Recidivism,,,,,Yes
2013,2016,White - Non-Hispanic,M,Under 25,C Felony,Drug,Trafficking,Parole Granted,3JD,No,No Recidivism,,,,,Yes
2013,2016,White - Non-Hispanic,M,Under 25,D Felony,Property,Burglary,Parole Granted,5JD,No,No Recidivism,,,,,Yes
2013,2016,White - Non-Hispanic,M,Under 25,D Felony,Property,Burglary,Parole Granted,3JD,No,No Recidivism,,,,,Yes
2013,2016,White - Non-Hispanic,M,Under 25,Aggravated Misdemeanor,Property,Vandalism,Discharged - Expiration of Sentence,,No,No Recidivism,,,,,No
2013,2016,Black - Non-Hispanic,M,Under 25,C Felony,Violent,Assault,Parole Granted,3JD,No,No Recidivism,,,,,Yes
2013,2016,Black - Non-Hispanic,M,Under 25,C Felony,Drug,Trafficking,Discharged - Expiration of Sentence,,No,No Recidivism,,,,,No
2013,2016,White - Non-Hispanic,M,Under 25,D Felony,Drug,Drug Possession,Parole Granted,3JD,No,No Recidivism,,,,,Yes
2013,2016,White - Non-Hispanic,M,Under 25,Aggravated Misdemeanor,Other,Other Criminal,Released to Special Sentence,8JD,No,No Recidivism,,,,,Yes
2013,2016,Black - Non-Hispanic,M,Under 25,D Felony,Drug,Trafficking,Parole Granted,7JD,No,No Recidivism,,,,,Yes
2013,2016,White - Non-Hispanic,M,Under 25,D Felony,Violent,Assault,Discharged - Expiration of Sentence,,No,No Recidivism,,,,,No
2013,2016,White - Non-Hispanic,M,Under 25,D Felony,Property,Burglary,Parole Granted,3JD,No,No Recidivism,,,,,Yes
2013,2016,Black - Non-Hispanic,M,Under 25,C Felony,Property,Theft,Discharged - Expiration of Sentence,,No,No Recidivism,,,,,No
2013,2016,White - Non-Hispanic,M,Under 25,C Felony,Property,Theft,Parole Granted,5JD,No,No Recidivism,,,,,Yes
2013,2016,White - Non-Hispanic,M,Under 25,D Felony,Property,Burglary,Discharged - Expiration of Sentence,,No,No Recidivism,,,,,No
2013,2016,Black - Non-Hispanic,M,Under 25,D Felony,Property,Vandalism,Discharged - Expiration of Sentence,,No,No Recidivism,,,,,No
2013,2016,Black - Non-Hispanic,F,Under 25,D Felony,Property,Theft,Paroled w/Immediate Discharge,,No,No Recidivism,,,,,Yes
2013,2016,White - Non-Hispanic,M,Under 25,Serious Misdemeanor,Drug,Drug Possession,Discharged - Expiration of Sentence,,No,No Recidivism,,,,,No
2013,2016,White - Non-Hispanic,M,Under 25,D Felony,Property,Burglary,Parole Granted,7JD,No,No Recidivism,,,,,Yes
2013,2016,White - Non-Hispanic,M,Under 25,B Felony,Drug,Trafficking,Parole Granted,5JD,No,No Recidivism,,,,,Yes
2013,2016,White - Non-Hispanic,M,Under 25,D Felony,Property,Burglary,Parole Granted,2JD,No,No Recidivism,,,,,Yes
2013,2016,White - Non-Hispanic,F,Under 25,D Felony,Property,Theft,Parole Granted,1JD,No,No Recidivism,,,,,Yes
2013,2016,White - Non-Hispanic,M,Under 25,Aggravated Misdemeanor,Violent,Sex,Released to Special Sentence,5JD,No,No Recidivism,,,,,Yes
2013,2016,White - Non-Hispanic,F,Under 25,C Felony,Drug,Trafficking,Parole Granted,5JD,No,No Recidivism,,,,,Yes
2013,2016,White - Non-Hispanic,M,Under 25,Aggravated Misdemeanor,Property,Theft,Discharged - Expiration of Sentence,,No,No Recidivism,,,,,No
2013,2016,White - Non-Hispanic,F,Under 25,D Felony,Property,Burglary,Parole Granted,7JD,No,No Recidivism,,,,,Yes
2013,2016,White - Non-Hispanic,M,Under 25,C Felony,Other,Other Violent,Parole Granted,5JD,No,No Recidivism,,,,,Yes
2013,2016,Black - Non-Hispanic,M,Under 25,D Felony,Property,Burglary,Discharged - Expiration of Sentence,,No,No Recidivism,,,,,No
2013,2016,White - Non-Hispanic,M,Under 25,D Felony,Violent,Assault,Parole Granted,1JD,No,No Recidivism,,,,,Yes
2013,2016,White - Non-Hispanic,M,Under 25,D Felony,Drug,Trafficking,Parole Granted,,No,No Recidivism,,,,,Yes
2013,2016,Black - Non-Hispanic,M,Under 25,C Felony,Violent,Assault,Parole Granted,5JD,No,No Recidivism,,,,,Yes
2013,2016,White - Non-Hispanic,M,Under 25,Aggravated Misdemeanor,Public Order,Alcohol,Paroled w/Immediate Discharge,2JD,No,No Recidivism,,,,,Yes
2013,2016,White - Non-Hispanic,M,Under 25,D Felony,Property,Vandalism,Paroled to Detainer - Out of State,,No,No Recidivism,,,,,Yes
2013,2016,White - Non-Hispanic,M,Under 25,D Felony,Property,Burglary,Parole Granted,8JD,No,No Recidivism,,,,,Yes
2013,2016,Black - Non-Hispanic,F,Under 25,Aggravated Misdemeanor,Property,Theft,Parole Granted,1JD,No,No Recidivism,,,,,Yes
2013,2016,White - Non-Hispanic,M,Under 25,Aggravated Misdemeanor,Violent,Assault,Discharged - Expiration of Sentence,,No,No Recidivism,,,,,No
2013,2016,Black - Non-Hispanic,M,Under 25,C Felony,Drug,Trafficking,Parole Granted,5JD,No,No Recidivism,,,,,Yes
2013,2016,Black - Non-Hispanic,F,Under 25,D Felony,Violent,Assault,Parole Granted,1JD,No,No Recidivism,,,,,Yes
2013,2016,White - Hispanic,M,Under 25,C Felony,Property,Burglary,Paroled to Detainer - Out of State,,No,No Recidivism,,,,,Yes
2013,2016,White - Non-Hispanic,M,Under 25,C Felony,Property,Burglary,Parole Granted,8JD,No,No Recidivism,,,,,Yes
2013,2016,White - Non-Hispanic,M,Under 25,C Felony,Violent,Murder/Manslaughter,Parole Granted,1JD,No,No Recidivism,,,,,Yes
2013,2016,White - Non-Hispanic,M,Under 25,D Felony,Property,Burglary,Discharged - Expiration of Sentence,,No,No Recidivism,,,,,No
2013,2016,White - Non-Hispanic,M,Under 25,C Felony,Drug,Trafficking,Parole Granted,5JD,No,No Recidivism,,,,,Yes
2013,2016,Black - Non-Hispanic,M,Under 25,D Felony,Property,Theft,Paroled w/Immediate Discharge,,No,No Recidivism,,,,,Yes
2013,2016,White - Non-Hispanic,M,Under 25,D Felony,Property,Theft,Paroled w/Immediate Discharge,,No,No Recidivism,,,,,Yes
2013,2016,White - Non-Hispanic,M,Under 25,C Felony,Drug,Trafficking,Parole Granted,,No,No Recidivism,,,,,Yes
2013,2016,White - Non-Hispanic,M,Under 25,D Felony,Property,Burglary,Paroled w/Immediate Discharge,8JD,No,No Recidivism,,,,,Yes
2013,2016,Black - Non-Hispanic,M,Under 25,D Felony,Property,Forgery/Fraud,Parole Granted,1JD,No,No Recidivism,,,,,Yes
2013,2016,White - Non-Hispanic,M,Under 25,Aggravated Misdemeanor,Public Order,Weapons,Discharged - Expiration of Sentence,,No,No Recidivism,,,,,No
2013,2016,White - Non-Hispanic,F,Under 25,D Felony,Drug,Trafficking,Parole Granted,8JD,No,No Recidivism,,,,,Yes
2013,2016,Black - Non-Hispanic,M,Under 25,C Felony,Property,Theft,Paroled w/Immediate Discharge,,No,No Recidivism,,,,,Yes
2013,2016,White - Non-Hispanic,M,Under 25,D Felony,Property,Forgery/Fraud,Parole Granted,5JD,No,No Recidivism,,,,,Yes
2013,2016,White - Non-Hispanic,F,Under 25,Aggravated Misdemeanor,Violent,Other Violent,Discharged - Expiration of Sentence,,No,No Recidivism,,,,,No
2013,2016,American Indian or Alaska Native - Non-Hispanic,M,Under 25,Aggravated Misdemeanor,Violent,Assault,Discharged - Expiration of Sentence,,No,No Recidivism,,,,,No
2013,2016,White - Non-Hispanic,M,Under 25,D Felony,Property,Burglary,Discharged - Expiration of Sentence,,No,No Recidivism,,,,,No
2013,2016,White - Non-Hispanic,M,Under 25,C Felony,Property,Theft,Parole Granted,1JD,No,No Recidivism,,,,,Yes
2013,2016,Black - Non-Hispanic,M,Under 25,C Felony,Violent,Other Violent,Discharged - Expiration of Sentence,,No,No Recidivism,,,,,No
2013,2016,White - Non-Hispanic,M,Under 25,Aggravated Misdemeanor,Public Order,OWI,Discharged - Expiration of Sentence,,No,No Recidivism,,,,,No
2013,2016,White - Hispanic,M,Under 25,Aggravated Misdemeanor,Property,Theft,Discharged - Expiration of Sentence,,No,No Recidivism,,,,,No
2013,2016,White - Non-Hispanic,M,Under 25,Felony - Enhancement to Original Penalty,Drug,Trafficking,Paroled w/Immediate Discharge,,No,No Recidivism,,,,,Yes
2013,2016,Black - Non-Hispanic,M,Under 25,C Felony,Property,Theft,Parole Granted,6JD,No,No Recidivism,,,,,Yes
2013,2016,White - Non-Hispanic,F,Under 25,D Felony,Public Order,OWI,Parole Granted,5JD,No,No Recidivism,,,,,Yes
2013,2016,Black - Non-Hispanic,M,Under 25,C Felony,Other,Other Violent,Parole Granted,5JD,No,No Recidivism,,,,,Yes
2013,2016,White - Non-Hispanic,F,Under 25,Aggravated Misdemeanor,Property,Theft,Parole Granted,2JD,No,No Recidivism,,,,,Yes
2013,2016,White - Non-Hispanic,M,Under 25,D Felony,Property,Theft,Discharged - Expiration of Sentence,,No,No Recidivism,,,,,No
2013,2016,White - Non-Hispanic,M,Under 25,D Felony,Property,Burglary,Discharged - Expiration of Sentence,,No,No Recidivism,,,,,No
2013,2016,Black - Non-Hispanic,M,Under 25,D Felony,Drug,Other Drug,Discharged - Expiration of Sentence,,No,No Recidivism,,,,,No
2013,2016,White - Non-Hispanic,M,Under 25,D Felony,Property,Burglary,Parole Granted,1JD,No,No Recidivism,,,,,Yes
2013,2016,White - Non-Hispanic,F,Under 25,D Felony,Property,Forgery/Fraud,Discharged - Expiration of Sentence,,No,No Recidivism,,,,,No
2013,2016,White - Non-Hispanic,F,Under 25,D Felony,Drug,Trafficking,Parole Granted,7JD,No,No Recidivism,,,,,Yes
2013,2016,Black - Non-Hispanic,M,Under 25,D Felony,Violent,Other Violent,Discharged - Expiration of Sentence,,No,No Recidivism,,,,,No
2013,2016,Black - Non-Hispanic,M,Under 25,Aggravated Misdemeanor,Violent,Assault,Discharged - Expiration of Sentence,,No,No Recidivism,,,,,No
2013,2016,White - Non-Hispanic,M,Under 25,D Felony,Drug,Other Drug,Paroled to Detainer - Iowa,,No,No Recidivism,,,,,Yes
2013,2016,White - Hispanic,M,Under 25,D Felony,Property,Burglary,Discharged - Expiration of Sentence,,No,No Recidivism,,,,,No
2013,2016,Black - Non-Hispanic,M,Under 25,D Felony,Violent,Assault,Parole Granted,,No,No Recidivism,,,,,Yes
2013,2016,White - Non-Hispanic,M,Under 25,D Felony,Property,Burglary,Parole Granted,7JD,No,No Recidivism,,,,,Yes
2013,2016,White - Non-Hispanic,M,Under 25,D Felony,Drug,Trafficking,Parole Granted,6JD,No,No Recidivism,,,,,Yes
2013,2016,White - Non-Hispanic,M,Under 25,D Felony,Violent,Murder/Manslaughter,Parole Granted,2JD,No,No Recidivism,,,,,Yes
2013,2016,White - Non-Hispanic,M,Under 25,C Felony,Property,Theft,Parole Granted,7JD,No,No Recidivism,,,,,Yes
2013,2016,White - Non-Hispanic,M,Under 25,D Felony,Property,Forgery/Fraud,Parole Granted,,No,No Recidivism,,,,,Yes
2013,2016,Black - Non-Hispanic,M,Under 25,Aggravated Misdemeanor,Violent,Assault,Discharged - Expiration of Sentence,,No,No Recidivism,,,,,No
2013,2016,White - Hispanic,M,Under 25,Aggravated Misdemeanor,Public Order,OWI,Discharged - Expiration of Sentence,,No,No Recidivism,,,,,No
2013,2016,White - Non-Hispanic,M,Under 25,D Felony,Drug,Trafficking,Parole Granted,8JD,No,No Recidivism,,,,,Yes
2013,2016,White - Non-Hispanic,M,Under 25,D Felony,Property,Burglary,Paroled to Detainer - Out of State,,No,No Recidivism,,,,,Yes
2013,2016,White - Non-Hispanic,M,Under 25,C Felony,Property,Theft,Discharged - Expiration of Sentence,,No,No Recidivism,,,,,No
2013,2016,White - Non-Hispanic,M,Under 25,D Felony,Property,Burglary,Parole Granted,5JD,No,No Recidivism,,,,,Yes
2013,2016,White - Hispanic,M,Under 25,D Felony,Drug,Drug Possession,Paroled to Detainer - INS,,No,No Recidivism,,,,,Yes
2013,2016,Black - Non-Hispanic,M,Under 25,Aggravated Misdemeanor,Public Order,Traffic,Paroled w/Immediate Discharge,1JD,No,No Recidivism,,,,,Yes
